,0
0,0.9999887
1,0.9999331
2,0.99998057
3,0.9999651
4,0.9999831
5,0.99998
6,0.9999448
7,0.9999924
8,0.9999962
9,0.99999
10,0.99998915
11,0.9999951
12,0.9998392
13,0.9999753
14,0.99999154
15,0.00036121366
16,8.871665e-05
17,0.0005260673
18,0.00019261241
19,0.0003506685
20,0.045993693
21,0.0003362058
22,0.0006852601
23,7.183286e-05
24,0.008102011
25,0.00019908932
26,0.00037443187
27,4.2680138e-05
28,0.0031807793
29,0.00020102487
30,0.0029611757
31,0.99999774
32,0.0030750176
33,0.9999895
34,7.606366e-05
35,0.00011947307
36,0.0002170451
37,0.999997
38,0.9999988
39,0.00022637028
40,7.163346e-05
41,0.00046485112
42,1.0697233e-05
43,0.00014457646
44,0.00041857932
45,0.0028404142
46,0.9999957
47,3.5232693e-05
48,7.163346e-05
49,0.000113093025
50,0.99999714
51,0.999987
52,0.00070275215
53,0.9999794
54,3.6044148e-05
55,0.9999982
56,0.9999994
57,0.0004984822
58,4.7960053e-05
59,0.999997
60,0.0004934963
61,0.0003462861
62,3.255338e-05
63,0.9999944
64,0.00044262016
65,0.9999931
66,2.8978155e-05
67,0.00026685518
68,0.99998903
69,0.9998964
70,0.0002977375
71,5.94159e-05
72,0.9999995
73,0.99680966
74,0.99999344
75,2.0729209e-05
76,0.023425164
77,0.9999877
78,0.99995255
79,0.99999285
80,1.8104749e-05
81,0.994263
82,3.6860434e-05
83,0.99954164
84,0.999907
85,0.9999943
86,0.99996245
87,0.9999927
88,0.99999857
89,0.9999815
90,0.00401375
91,0.99979
92,0.99999523
93,0.9999759
94,0.99999297
95,0.99976605
96,0.000631408
97,0.9999939
98,8.661207e-05
99,0.99999845
100,0.99999774
101,0.13725202
102,4.7724297e-06
103,0.00019845196
104,5.5230666e-05
105,0.0012094624
106,7.975647e-05
107,1.0881566e-05
108,1.6523702e-06
109,0.00013788519
110,0.00016280687
111,1.8296121e-06
112,9.227948e-06
113,1.2357038e-05
114,7.829881e-05
115,7.975647e-05
116,4.8433183e-05
117,7.4996706e-06
118,4.3399712e-05
119,4.3399712e-05
120,2.6433258e-05
121,2.625737e-06
122,2.130497e-05
123,3.3884127e-05
124,7.719219e-06
125,0.00010685933
126,0.0001251345
127,0.000794076
128,4.7867784e-06
129,1.9584388e-05
130,2.6887305e-05
131,6.2473205e-06
132,0.0004262771
133,2.1601662e-05
134,0.00043525695
135,3.147708e-06
136,0.999997
137,0.99999845
138,0.00019496215
139,0.99999774
140,0.9997408
141,0.99999535
142,0.99999785
143,0.99999857
144,0.9999963
145,0.9999119
146,0.99999714
147,0.99999106
148,0.99997735
149,1.1959622e-05
150,0.00018794341
151,0.99999726
152,0.99999857
153,0.9999969
154,0.99999845
155,0.99999726
156,0.9999697
157,0.99999
158,0.9999951
159,0.999998
160,0.99999774
161,0.9999882
162,0.99999905
163,0.9998381
164,0.99999106
165,0.99957377
166,4.6165766e-05
167,0.0004504274
168,0.999998
169,0.99999726
170,0.9999989
171,0.99997246
172,0.99999857
173,0.9999981
174,0.99999714
175,0.051490843
176,0.9999863
177,0.999998
178,4.1432875e-05
179,0.005615407
180,0.9999652
181,2.5048867e-05
182,0.99999905
183,0.99999857
184,0.009732267
185,2.3472525e-05
186,0.00011733572
187,0.99999714
188,4.0457377e-05
189,0.00085167267
190,0.99999857
191,0.9999981
192,0.00026763513
193,7.3337884e-05
194,1.1885388e-05
195,0.9999355
196,0.9999989
197,0.99999857
198,4.7350368e-05
199,0.0006087335
200,0.12144284
201,0.9999989
202,0.9999989
203,0.9999988
204,0.99999845
205,0.0014556256
206,0.0003371721
207,0.9999989
208,5.3837633e-05
209,0.0008622133
210,0.0020356392
211,5.2405067e-05
